Class,component,sup,cpm,mis,misr,dir,omega
5.0,11.0,1.0,9000.0,1.75,0.0,io,3000.0
5.0,12.0,1.0,6000.0,6.5,0.0,io,3000.0
5.0,13.0,1.0,12000.0,1.75,0.0,io,3000.0
5.0,14.0,1.0,30000.0,1.0,0.0,io,3000.0
5.0,15.0,2.0,3000.0,0.9,1.5,io,3000.0
5.0,16.0,2.0,6000.0,6.0,0.0,io,3000.0
5.0,17.0,3.0,3000.0,16.0,0.0,ma,3000.0
5.0,0.0,1.0,0.0,6.0,0.0,ao,3000.0
5.0,1.0,1.0,0.0,1.25,0.0,vo,3000.0
5.0,2.0,2.0,0.0,12.0,0.0,ao,3000.0
5.0,3.0,2.0,0.0,5.0,0.0,aa,3000.0
5.0,4.0,2.0,0.0,1.7,0.0,vo,3000.0
5.0,5.0,2.0,0.0,1.2,0.0,va,3000.0
5.0,6.0,3.0,0.0,81.0,0.0,ao,3000.0
5.0,7.0,3.0,0.0,39.0,0.0,aa,3000.0
5.0,8.0,3.0,0.0,15.0,0.0,vo,3000.0
5.0,9.0,3.0,0.0,6.0,0.0,va,3000.0
5.0,10.0,4.0,3000.0,9.8,0.0,io,3000.0
5.0,11.0,3.0,50000.0,1.05,0.0,io,3000.0
5.0,12.0,1.0,3000.0,0.85,0.0,io,3000.0
5.0,13.0,3.0,6000.0,2.0,0.0,io,3000.0
5.0,14.0,3.0,6000.0,1.0,0.0,ia,3000.0
5.0,15.0,1.0,6000.0,0.75,0.0,io,3000.0
5.0,16.0,3.0,3000.0,13.0,0.0,io,3000.0
5.0,17.0,3.0,3000.0,5.0,0.0,ia,3000.0
5.0,18.0,2.0,6000.0,0.8,0.0,io,3000.0
5.0,19.0,2.0,6000.0,0.45,0.0,ia,3000.0
5.0,20.0,2.0,3000.0,1.25,0.0,io,3000.0
5.0,21.0,2.0,3000.0,0.7,0.0,ia,3000.0
5.0,22.0,3.0,3000.0,13.0,0.0,ma,3000.0
5.0,0.0,1.0,0.0,8.5,0.0,ao,3000.0
5.0,1.0,1.0,0.0,10.0,0.0,av,3000.0
5.0,2.0,1.0,0.0,1.75,0.0,vo,3000.0
5.0,3.0,1.0,0.0,2.7,0.0,vv,3000.0
5.0,4.0,4.0,0.0,100.0,0.0,ao,3000.0
5.0,5.0,4.0,0.0,7.5,0.0,aa,3000.0
5.0,6.0,4.0,0.0,15.0,0.0,vo,3000.0
5.0,7.0,4.0,0.0,2.15,0.0,va,3000.0
5.0,8.0,2.0,0.0,12.5,0.0,ao,3000.0
5.0,9.0,2.0,0.0,11.5,0.0,aa,3000.0
5.0,10.0,2.0,0.0,2.25,0.0,vo,3000.0
5.0,11.0,2.0,0.0,2.25,0.0,va,3000.0
5.0,12.0,3.0,0.0,100.0,0.0,ao,3000.0
5.0,13.0,3.0,0.0,29.0,0.0,aa,3000.0
5.0,14.0,3.0,0.0,17.0,0.0,vo,3000.0
5.0,15.0,3.0,0.0,5.8,0.0,va,3000.0
5.0,16.0,3.0,6000.0,0.9,0.0,io,3000.0
5.0,17.0,3.0,6000.0,0.3,0.0,ia,3000.0
5.0,18.0,1.0,18000.0,0.3,0.0,io,3000.0
5.0,19.0,2.0,3000.0,1.5,0.0,io,3000.0
5.0,20.0,2.0,3000.0,0.7,0.0,ia,3000.0
5.0,21.0,2.0,6000.0,0.5,0.0,io,3000.0
5.0,22.0,2.0,6000.0,0.7,0.0,ia,3000.0
5.0,23.0,2.0,18000.0,0.8,0.0,io,3000.0
5.0,24.0,2.0,22000.0,0.4,0.0,ia,3000.0
5.0,25.0,3.0,3000.0,13.0,0.0,io,3000.0
5.0,26.0,3.0,3000.0,3.6,0.0,ia,3000.0
5.0,27.0,3.0,9000.0,1.0,0.0,io,3000.0
5.0,28.0,3.0,9000.0,0.8,0.0,ia,3000.0
5.0,29.0,3.0,13500.0,0.9,0.0,io,3000.0
5.0,30.0,3.0,16000.0,1.05,0.0,io,3000.0
5.0,31.0,3.0,27000.0,0.7,0.0,ia,3000.0
5.0,32.0,1.0,3000.0,0.65,0.0,io,3000.0
5.0,33.0,1.0,3000.0,0.8,0.0,iv,3000.0
5.0,34.0,3.0,30000.0,2.25,0.0,io,3000.0
5.0,35.0,1.0,6000.0,1.5,0.0,io,3000.0
5.0,36.0,1.0,6000.0,2.2,0.0,iv,3000.0
5.0,37.0,3.0,32000.0,0.5,0.0,ia,3000.0
5.0,38.0,3.0,35000.0,2.0,0.0,io,3000.0
5.0,39.0,4.0,3000.0,12.0,0.0,io,3000.0
5.0,40.0,4.0,3000.0,1.5,0.0,ia,3000.0
5.0,41.0,4.0,9000.0,0.5,0.0,io,3000.0
5.0,42.0,4.0,9000.0,0.55,0.0,ia,3000.0
5.0,43.0,4.0,15000.0,0.4,0.0,ia,3000.0
5.0,44.0,4.0,24000.0,1.6,0.0,io,3000.0
5.0,45.0,4.0,24000.0,0.5,0.0,ia,3000.0
5.0,46.0,4.0,35000.0,0.8,0.0,io,3000.0
5.0,47.0,1.0,12000.0,0.4,0.0,io,3000.0
5.0,48.0,1.0,12000.0,0.3,0.0,iv,3000.0
5.0,49.0,3.0,3000.0,13.0,0.0,ma,3000.0
5.0,0.0,2.0,0.0,10.5,0.0,ao,3000.0
5.0,1.0,2.0,0.0,4.5,0.0,aa,3000.0
5.0,2.0,2.0,0.0,2.55,0.0,vo,3000.0
5.0,3.0,2.0,0.0,1.8,0.0,va,3000.0
5.0,4.0,1.0,0.0,7.5,0.0,ao,3000.0
5.0,5.0,1.0,0.0,7.0,0.0,av,3000.0
5.0,6.0,1.0,0.0,2.1,0.0,vo,3000.0
5.0,7.0,1.0,0.0,1.75,0.0,vv,3000.0
5.0,8.0,3.0,0.0,80.0,0.0,ao,3000.0
5.0,9.0,3.0,0.0,12.0,0.0,aa,3000.0
5.0,10.0,3.0,0.0,14.0,0.0,vo,3000.0
5.0,11.0,3.0,0.0,2.25,0.0,va,3000.0
5.0,12.0,4.0,0.0,80.0,0.0,ao,3000.0
5.0,13.0,4.0,0.0,60.0,0.0,aa,3000.0
5.0,14.0,4.0,0.0,12.0,0.0,vo,3000.0
5.0,15.0,4.0,0.0,8.5,0.0,va,3000.0
5.0,16.0,1.0,6000.0,1.0,0.0,io,3000.0
5.0,17.0,1.0,6000.0,1.3,0.0,iv,3000.0
5.0,18.0,4.0,15000.0,1.3,0.0,io,3000.0
5.0,19.0,4.0,15000.0,0.9,0.0,ia,3000.0
5.0,20.0,1.0,12000.0,1.25,0.0,iv,3000.0
5.0,21.0,1.0,25000.0,1.2,0.0,io,3000.0
5.0,22.0,2.0,3000.0,0.9,0.0,io,3000.0
5.0,23.0,2.0,3000.0,0.2,0.0,ia,3000.0
5.0,24.0,2.0,6000.0,1.7,0.0,io,3000.0
5.0,25.0,2.0,6000.0,1.2,0.0,ia,3000.0
5.0,26.0,2.0,25000.0,0.6,0.0,io,3000.0
5.0,27.0,2.0,30000.0,0.35,0.0,ia,3000.0
5.0,28.0,3.0,3000.0,7.25,0.0,io,3000.0
5.0,29.0,3.0,3000.0,1.5,0.0,ia,3000.0
5.0,30.0,3.0,6000.0,2.65,0.0,io,3000.0
5.0,31.0,3.0,15000.0,1.85,0.0,io,3000.0
5.0,32.0,3.0,15000.0,0.55,0.0,ia,3000.0
5.0,33.0,3.0,27000.0,3.25,0.0,io,3000.0
5.0,34.0,3.0,27000.0,0.7,0.0,ia,3000.0
5.0,35.0,1.0,3000.0,0.75,0.0,io,3000.0
5.0,36.0,1.0,3000.0,0.4,0.0,iv,3000.0
5.0,37.0,3.0,30000.0,2.05,0.0,io,3000.0
5.0,38.0,4.0,21000.0,2.0,0.0,ia,3000.0
5.0,39.0,4.0,3000.0,11.0,0.0,io,3000.0
5.0,40.0,4.0,3000.0,6.5,0.0,ia,3000.0
5.0,41.0,4.0,6000.0,1.4,0.0,io,3000.0
5.0,42.0,4.0,6000.0,1.3,0.0,ia,3000.0
5.0,43.0,4.0,3000.0,11.0,0.0,ma,3000.0
5.0,0.0,4.0,0.0,63.0,0.0,ao,3000.0
5.0,1.0,4.0,0.0,34.0,0.0,aa,3000.0
5.0,2.0,4.0,0.0,11.0,0.0,vo,3000.0
5.0,3.0,4.0,0.0,6.5,0.0,va,3000.0
5.0,4.0,2.0,0.0,8.0,0.0,ao,3000.0
5.0,5.0,2.0,0.0,7.0,0.0,av,3000.0
5.0,6.0,2.0,0.0,7.5,0.0,aa,3000.0
5.0,7.0,2.0,0.0,4.5,0.0,vo,3000.0
5.0,8.0,2.0,0.0,3.4,0.0,vv,3000.0
5.0,9.0,2.0,0.0,2.8,0.0,va,3000.0
5.0,10.0,1.0,0.0,8.5,0.0,ao,3000.0
5.0,11.0,1.0,0.0,8.5,0.0,av,3000.0
5.0,12.0,1.0,0.0,1.9,0.0,vo,3000.0
5.0,13.0,1.0,0.0,2.55,0.0,vv,3000.0
5.0,14.0,3.0,0.0,62.0,0.0,ao,3000.0
5.0,15.0,3.0,0.0,21.0,0.0,av,3000.0
5.0,16.0,3.0,0.0,11.0,0.0,aa,3000.0
5.0,17.0,3.0,0.0,16.0,0.0,vo,3000.0
5.0,18.0,3.0,0.0,6.5,0.0,vv,3000.0
5.0,19.0,3.0,0.0,2.7,0.0,va,3000.0
5.0,20.0,2.0,6000.0,0.7,0.0,io,3000.0
5.0,21.0,2.0,6000.0,1.0,0.0,iv,3000.0
5.0,22.0,2.0,6000.0,0.7,0.0,ia,3000.0
5.0,23.0,3.0,9000.0,1.1,0.0,io,3000.0
5.0,24.0,3.0,6000.0,0.6,0.0,iv,3000.0
5.0,25.0,3.0,3000.0,8.0,0.0,io,3000.0
5.0,26.0,3.0,3000.0,2.9,0.0,iv,3000.0
5.0,27.0,3.0,3000.0,1.4,0.0,ia,3000.0
5.0,28.0,1.0,27000.0,0.85,0.0,io,3000.0
5.0,29.0,1.0,27000.0,1.55,0.0,iv,3000.0
5.0,30.0,1.0,12000.0,0.5,0.0,io,3000.0
5.0,31.0,1.0,12000.0,0.4,0.0,iv,3000.0
5.0,32.0,1.0,6000.0,0.8,0.0,io,3000.0
5.0,33.0,1.0,6000.0,0.8,0.0,iv,3000.0
5.0,34.0,2.0,9000.0,0.6,0.0,io,3000.0
5.0,35.0,2.0,9000.0,0.6,0.0,iv,3000.0
5.0,36.0,2.0,9000.0,0.4,0.0,ia,3000.0
5.0,37.0,2.0,12000.0,0.75,0.0,io,3000.0
5.0,38.0,2.0,12000.0,0.7,0.0,iv,3000.0
5.0,39.0,2.0,18000.0,4.5,0.0,io,3000.0
5.0,40.0,2.0,18000.0,2.3,0.0,iv,3000.0
5.0,41.0,2.0,18000.0,1.1,0.0,ia,3000.0
5.0,42.0,2.0,27000.0,1.5,0.0,ia,3000.0
5.0,43.0,2.0,30000.0,0.7,0.0,iv,3000.0
5.0,44.0,4.0,30000.0,2.75,0.0,io,3000.0
5.0,45.0,4.0,29000.0,2.5,0.0,ia,3000.0
5.0,46.0,4.0,18000.0,1.3,0.0,io,3000.0
5.0,47.0,4.0,18000.0,1.15,0.0,ia,3000.0
5.0,48.0,2.0,3000.0,0.75,0.0,io,3000.0
5.0,49.0,2.0,3000.0,0.7,0.0,iv,3000.0
5.0,50.0,2.0,3000.0,0.45,0.0,ia,3000.0
5.0,51.0,4.0,3000.0,8.6,0.0,io,3000.0
5.0,52.0,4.0,3000.0,5.0,0.0,ia,3000.0
5.0,53.0,1.0,3000.0,0.6,0.0,io,3000.0
5.0,54.0,1.0,3000.0,1.0,0.0,iv,3000.0
5.0,55.0,3.0,33000.0,3.0,0.0,iv,3000.0
5.0,56.0,3.0,29000.0,5.5,0.0,io,3000.0
5.0,57.0,3.0,29000.0,0.75,0.0,ia,3000.0
5.0,58.0,3.0,20000.0,1.0,0.0,ia,3000.0
5.0,59.0,3.0,18000.0,3.0,0.0,io,3000.0
5.0,60.0,3.0,18000.0,1.1,0.0,iv,3000.0
5.0,61.0,4.0,3000.0,8.6,0.0,ma,3000.0
5.0,0.0,2.0,0.0,8.5,0.0,ao,3000.0
5.0,1.0,2.0,0.0,5.0,0.0,aa,3000.0
5.0,2.0,2.0,0.0,1.5,0.0,vo,3000.0
5.0,3.0,2.0,0.0,0.8,0.0,va,3000.0
5.0,4.0,3.0,0.0,45.0,0.0,ao,3000.0
5.0,5.0,3.0,0.0,44.0,0.0,av,3000.0
5.0,6.0,3.0,0.0,6.5,0.0,vo,3000.0
5.0,7.0,3.0,0.0,6.4,0.0,vv,3000.0
5.0,8.0,1.0,0.0,5.0,0.0,ao,3000.0
5.0,9.0,1.0,0.0,0.9,0.0,vo,3000.0
5.0,10.0,4.0,0.0,60.0,0.0,ao,3000.0
5.0,11.0,4.0,0.0,50.0,0.0,av,3000.0
5.0,12.0,4.0,0.0,9.0,0.0,vo,3000.0
5.0,13.0,4.0,0.0,2.5,0.0,vv,3000.0
5.0,14.0,2.0,6000.0,0.8,0.0,io,3000.0
5.0,15.0,2.0,3000.0,1.0,0.0,io,3000.0
5.0,16.0,3.0,3000.0,6.5,0.0,io,3000.0
5.0,17.0,3.0,3000.0,6.0,0.0,iv,3000.0
5.0,18.0,4.0,6000.0,0.8,0.0,io,3000.0
5.0,19.0,3.0,6000.0,0.7,0.0,io,3000.0
5.0,20.0,4.0,3000.0,9.0,0.0,io,3000.0
5.0,21.0,4.0,3000.0,2.0,0.0,iv,3000.0
5.0,22.0,4.0,3000.0,9.0,0.0,ma,3000.0
5.0,0.0,1.0,0.0,17.0,0.0,ao,3000.0
5.0,1.0,1.0,0.0,2.85,0.0,vo,3000.0
5.0,2.0,2.0,0.0,14.5,0.0,ao,3000.0
5.0,3.0,2.0,0.0,9.25,0.0,aa,3000.0
5.0,4.0,2.0,0.0,2.85,0.0,vo,3000.0
5.0,5.0,2.0,0.0,2.2,0.0,va,3000.0
5.0,6.0,3.0,0.0,267.5,0.0,ao,3000.0
5.0,7.0,3.0,0.0,41.0,0.0,av,3000.0
5.0,8.0,3.0,0.0,37.0,0.0,aa,3000.0
5.0,9.0,3.0,0.0,41.0,0.0,vo,3000.0
5.0,10.0,3.0,0.0,7.35,0.0,vv,3000.0
5.0,11.0,3.0,0.0,6.4,0.0,va,3000.0
5.0,12.0,4.0,0.0,240.0,0.0,ao,3000.0
5.0,13.0,4.0,0.0,38.0,0.0,vo,3000.0
5.0,14.0,1.0,6000.0,1.8,0.0,io,3000.0
5.0,15.0,3.0,32000.0,0.35,0.0,iv,3000.0
5.0,16.0,4.0,3000.0,37.0,0.0,io,3000.0
5.0,17.0,4.0,6000.0,1.35,0.0,io,3000.0
5.0,18.0,4.0,9000.0,1.25,0.0,io,3000.0
5.0,19.0,1.0,36000.0,0.45,0.0,io,3000.0
5.0,20.0,2.0,3000.0,1.75,0.0,io,3000.0
5.0,21.0,2.0,3000.0,1.1,0.0,ia,3000.0
5.0,22.0,2.0,6000.0,1.75,0.0,io,3000.0
5.0,23.0,2.0,6000.0,0.55,0.0,ia,3000.0
5.0,24.0,2.0,9000.0,0.5,0.0,io,3000.0
5.0,25.0,2.0,9000.0,0.6,0.0,ia,3000.0
5.0,26.0,2.0,12000.0,0.4,0.0,io,3000.0
5.0,27.0,2.0,12000.0,0.65,0.0,ia,3000.0
5.0,28.0,2.0,36000.0,0.8,0.0,ia,3000.0
5.0,29.0,3.0,3000.0,38.0,0.0,io,3000.0
5.0,30.0,3.0,3000.0,4.35,0.0,iv,3000.0
5.0,31.0,3.0,3000.0,5.4,0.0,ia,3000.0
5.0,32.0,3.0,6000.0,2.55,0.0,io,3000.0
5.0,33.0,3.0,6000.0,3.0,0.0,iv,3000.0
5.0,34.0,3.0,6000.0,1.15,0.0,ia,3000.0
5.0,35.0,1.0,3000.0,1.55,0.0,io,3000.0
5.0,36.0,3.0,9000.0,2.3,0.0,io,3000.0
5.0,37.0,3.0,9000.0,1.4,0.0,iv,3000.0
5.0,38.0,3.0,9000.0,1.0,0.0,ia,3000.0
5.0,39.0,4.0,12000.0,1.05,0.0,io,3000.0
5.0,40.0,3.0,12000.0,1.85,0.0,io,3000.0
5.0,41.0,3.0,12000.0,2.1,0.0,iv,3000.0
5.0,42.0,3.0,18000.0,0.8,0.0,io,3000.0
5.0,43.0,3.0,15000.0,1.05,0.0,iv,3000.0
5.0,44.0,3.0,27000.0,0.65,0.0,io,3000.0
5.0,45.0,3.0,3000.0,38.0,0.0,ma,3000.0
5.0,0.0,1.0,0.0,13.0,0.0,ao,3000.0
5.0,1.0,1.0,0.0,7.0,0.0,av,3000.0
5.0,2.0,1.0,0.0,3.6,0.0,vo,3000.0
5.0,3.0,1.0,0.0,0.65,0.0,vv,3000.0
5.0,4.0,2.0,0.0,15.0,0.0,ao,3000.0
5.0,5.0,2.0,0.0,5.5,0.0,av,3000.0
5.0,6.0,2.0,0.0,4.5,0.0,aa,3000.0
5.0,7.0,2.0,0.0,3.7,0.0,vo,3000.0
5.0,8.0,2.0,0.0,1.15,0.0,vv,3000.0
5.0,9.0,2.0,0.0,1.25,0.0,va,3000.0
5.0,10.0,3.0,0.0,175.0,0.0,ao,3000.0
5.0,11.0,3.0,0.0,15.0,0.0,av,3000.0
5.0,12.0,3.0,0.0,28.0,0.0,aa,3000.0
5.0,13.0,3.0,0.0,26.75,0.0,vo,3000.0
5.0,14.0,3.0,0.0,3.3,0.0,vv,3000.0
5.0,15.0,3.0,0.0,4.4,0.0,va,3000.0
5.0,16.0,4.0,0.0,152.5,0.0,ao,3000.0
5.0,17.0,4.0,0.0,23.5,0.0,vo,3000.0
5.0,18.0,1.0,6100.0,3.5,0.0,io,3000.0
5.0,19.0,4.0,6000.0,1.05,0.0,io,3000.0
5.0,20.0,1.0,9000.0,0.6,0.0,io,3000.0
5.0,21.0,1.0,36000.0,0.95,0.0,io,3000.0
5.0,22.0,2.0,3000.0,1.15,0.0,io,3000.0
5.0,23.0,2.0,3000.0,0.4,0.0,ia,3000.0
5.0,24.0,2.0,6100.0,3.4,0.0,io,3000.0
5.0,25.0,2.0,6100.0,0.8,0.0,ia,3000.0
5.0,26.0,2.0,9000.0,0.65,0.0,io,3000.0
5.0,27.0,2.0,9000.0,0.7,0.0,ia,3000.0
5.0,28.0,2.0,12000.0,0.5,0.0,io,3000.0
5.0,29.0,1.0,3000.0,1.05,0.0,io,3000.0
5.0,30.0,2.0,15000.0,0.4,0.0,io,3000.0
5.0,31.0,2.0,15000.0,0.3,0.0,ia,3000.0
5.0,32.0,4.0,9000.0,0.85,0.0,io,3000.0
5.0,33.0,2.0,37000.0,0.35,0.0,ia,3000.0
5.0,34.0,3.0,3000.0,26.5,0.0,io,3000.0
5.0,35.0,3.0,3000.0,12.35,0.0,iv,3000.0
5.0,36.0,3.0,3000.0,3.7,0.0,ia,3000.0
5.0,37.0,3.0,6000.0,1.4,0.0,io,3000.0
5.0,38.0,3.0,6000.0,1.75,0.0,iv,3000.0
5.0,39.0,3.0,6000.0,0.55,0.0,ia,3000.0
5.0,40.0,3.0,9000.0,1.75,0.0,io,3000.0
5.0,41.0,3.0,9000.0,1.9,0.0,iv,3000.0
5.0,42.0,3.0,12000.0,0.7,0.0,io,3000.0
5.0,43.0,3.0,12000.0,0.6,0.0,iv,3000.0
5.0,44.0,4.0,3000.0,22.0,0.0,io,3000.0
5.0,45.0,3.0,3000.0,26.5,0.0,ma,3000.0
5.0,0.0,2.0,0.0,15.5,0.0,ao,3000.0
5.0,1.0,2.0,0.0,10.5,0.0,aa,3000.0
5.0,2.0,2.0,0.0,3.75,0.0,vo,3000.0
5.0,3.0,2.0,0.0,2.4,0.0,va,3000.0
5.0,4.0,3.0,0.0,350.0,0.0,ao,3000.0
5.0,5.0,3.0,0.0,22.0,0.0,av,3000.0
5.0,6.0,3.0,0.0,32.0,0.0,aa,3000.0
5.0,7.0,3.0,0.0,55.0,0.0,vo,3000.0
5.0,8.0,3.0,0.0,5.5,0.0,vv,3000.0
5.0,9.0,3.0,0.0,5.4,0.0,va,3000.0
5.0,10.0,1.0,0.0,16.0,0.0,ao,3000.0
5.0,11.0,1.0,0.0,3.25,0.0,vo,3000.0
5.0,12.0,4.0,0.0,300.0,0.0,ao,3000.0
5.0,13.0,4.0,0.0,12.0,0.0,av,3000.0
5.0,14.0,4.0,0.0,48.0,0.0,vo,3000.0
5.0,15.0,4.0,0.0,3.5,0.0,vv,3000.0
5.0,16.0,1.0,6000.0,2.0,0.0,io,3000.0
5.0,17.0,1.0,9000.0,1.2,0.0,io,3000.0
5.0,18.0,2.0,3000.0,1.6,0.0,io,3000.0
5.0,19.0,2.0,3000.0,1.0,0.0,ia,3000.0
5.0,20.0,2.0,6000.0,2.5,0.0,io,3000.0
5.0,21.0,2.0,6000.0,0.6,0.0,ia,3000.0
5.0,22.0,2.0,9000.0,1.8,0.0,io,3000.0
5.0,23.0,2.0,9000.0,1.4,0.0,ia,3000.0
5.0,24.0,2.0,15000.0,0.9,0.0,io,3000.0
5.0,25.0,3.0,3000.0,50.0,0.0,io,3000.0
5.0,26.0,3.0,3000.0,2.6,0.0,iv,3000.0
5.0,27.0,3.0,3000.0,3.6,0.0,ia,3000.0
5.0,28.0,3.0,6000.0,2.2,0.0,io,3000.0
5.0,29.0,3.0,6000.0,3.25,0.0,iv,3000.0
5.0,30.0,3.0,6000.0,1.3,0.0,ia,3000.0
5.0,31.0,3.0,9000.0,1.2,0.0,iv,3000.0
5.0,32.0,3.0,9000.0,1.8,0.0,ia,3000.0
5.0,33.0,3.0,12000.0,2.0,0.0,iv,3000.0
5.0,34.0,3.0,15000.0,1.4,0.0,iv,3000.0
5.0,35.0,1.0,3000.0,1.8,0.0,io,3000.0
5.0,36.0,4.0,3000.0,42.0,0.0,io,3000.0
5.0,37.0,4.0,3000.0,1.9,0.0,iv,3000.0
5.0,38.0,4.0,15000.0,1.3,0.0,iv,3000.0
5.0,39.0,4.0,6000.0,1.4,0.0,io,3000.0
5.0,40.0,4.0,6000.0,2.25,0.0,iv,3000.0
5.0,41.0,3.0,3000.0,50.0,0.0,ma,3000.0
5.0,0.0,1.0,0.0,2.5,6.5,ao,3000.0
5.0,1.0,1.0,0.0,1.1,2.1,vo,3000.0
5.0,2.0,3.0,0.0,150.0,42.0,ao,3000.0
5.0,3.0,3.0,0.0,22.0,12.0,av,3000.0
5.0,4.0,3.0,0.0,23.0,6.0,aa,3000.0
5.0,5.0,3.0,0.0,24.0,8.0,vo,3000.0
5.0,6.0,3.0,0.0,4.5,3.2,vv,3000.0
5.0,7.0,3.0,0.0,3.4,1.2,va,3000.0
5.0,8.0,2.0,0.0,11.0,9.0,ao,3000.0
5.0,9.0,2.0,0.0,4.5,4.5,aa,3000.0
5.0,10.0,2.0,0.0,2.9,3.1,vo,3000.0
5.0,11.0,2.0,0.0,1.7,1.6,va,3000.0
5.0,12.0,4.0,0.0,120.0,30.0,ao,3000.0
5.0,13.0,4.0,0.0,14.5,9.0,av,3000.0
5.0,14.0,4.0,0.0,18.0,5.0,vo,3000.0
5.0,15.0,4.0,0.0,2.6,1.8,vv,3000.0
5.0,16.0,2.0,6000.0,2.1,2.3,io,3000.0
5.0,17.0,2.0,6000.0,0.5,0.55,ia,3000.0
5.0,18.0,2.0,9000.0,0.9,1.9,io,3000.0
5.0,19.0,2.0,9000.0,0.9,0.45,ia,3000.0
5.0,20.0,2.0,3000.0,0.9,0.45,io,3000.0
5.0,21.0,2.0,3000.0,0.4,0.4,ia,3000.0
5.0,22.0,3.0,3000.0,20.0,6.0,io,3000.0
5.0,23.0,3.0,3000.0,2.8,0.9,iv,3000.0
5.0,24.0,3.0,3000.0,2.8,0.9,ia,3000.0
5.0,25.0,4.0,6000.0,0.8,0.6,io,3000.0
5.0,26.0,4.0,6000.0,1.0,1.0,iv,3000.0
5.0,27.0,3.0,6000.0,1.35,1.0,io,3000.0
5.0,28.0,3.0,6000.0,2.15,1.6,iv,3000.0
5.0,29.0,3.0,9000.0,0.9,0.0,io,3000.0
5.0,30.0,4.0,3000.0,16.0,4.8,io,3000.0
5.0,31.0,4.0,3000.0,2.0,1.0,iv,3000.0
5.0,32.0,3.0,3000.0,20.0,0.0,ma,3000.0
5.0,0.0,1.0,0.0,7.0,0.0,ao,3000.0
5.0,1.0,1.0,0.0,1.9,0.0,vo,3000.0
5.0,2.0,2.0,0.0,11.5,0.0,ao,3000.0
5.0,3.0,2.0,0.0,2.5,0.0,aa,3000.0
5.0,4.0,2.0,0.0,2.2,0.0,vo,3000.0
5.0,5.0,2.0,0.0,0.8,0.0,va,3000.0
5.0,6.0,3.0,0.0,64.0,0.0,ao,3000.0
5.0,7.0,3.0,0.0,12.0,0.0,vo,3000.0
5.0,8.0,4.0,0.0,70.0,0.0,ao,3000.0
5.0,9.0,4.0,0.0,85.0,0.0,aa,3000.0
5.0,10.0,4.0,0.0,11.0,0.0,vo,3000.0
5.0,11.0,4.0,0.0,14.0,0.0,va,3000.0
5.0,12.0,1.0,6100.0,1.55,0.0,io,3000.0
5.0,13.0,2.0,3000.0,1.0,0.0,io,3000.0
5.0,14.0,2.0,3000.0,0.3,0.0,ia,3000.0
5.0,15.0,2.0,6100.0,1.5,0.0,io,3000.0
5.0,16.0,2.0,6100.0,0.2,0.0,ia,3000.0
5.0,17.0,1.0,3000.0,0.8,0.0,io,3000.0
5.0,18.0,3.0,3000.0,11.0,0.0,io,3000.0
5.0,19.0,4.0,6000.0,1.4,0.0,io,3000.0
5.0,20.0,4.0,6000.0,0.7,0.0,ia,3000.0
5.0,21.0,3.0,6100.0,1.45,0.0,io,3000.0
5.0,22.0,3.0,35000.0,2.4,0.0,io,3000.0
5.0,23.0,4.0,3000.0,10.5,0.0,io,3000.0
5.0,24.0,4.0,3000.0,14.0,0.0,ia,3000.0
5.0,25.0,4.0,3000.0,14.0,0.0,ma,3000.0
5.0,0.0,1.0,0.0,25.0,0.0,ao,3000.0
5.0,1.0,1.0,0.0,20.5,0.0,av,3000.0
5.0,2.0,1.0,0.0,7.75,0.0,vo,3000.0
5.0,3.0,1.0,0.0,15.5,0.0,vv,3000.0
5.0,4.0,2.0,0.0,11.5,0.0,ao,3000.0
5.0,5.0,2.0,0.0,19.5,0.0,av,3000.0
5.0,6.0,2.0,0.0,20.0,0.0,aa,3000.0
5.0,7.0,2.0,0.0,9.5,0.0,vo,3000.0
5.0,8.0,2.0,0.0,16.0,0.0,vv,3000.0
5.0,9.0,2.0,0.0,13.0,0.0,va,3000.0
5.0,10.0,3.0,0.0,265.0,0.0,ao,3000.0
5.0,11.0,3.0,0.0,145.0,0.0,av,3000.0
5.0,12.0,3.0,0.0,30.0,0.0,aa,3000.0
5.0,13.0,3.0,0.0,40.0,0.0,vo,3000.0
5.0,14.0,3.0,0.0,19.0,0.0,vv,3000.0
5.0,15.0,3.0,0.0,6.0,0.0,va,3000.0
5.0,16.0,4.0,0.0,220.0,0.0,ao,3000.0
5.0,17.0,4.0,0.0,110.0,0.0,av,3000.0
5.0,18.0,4.0,0.0,37.5,0.0,vo,3000.0
5.0,19.0,4.0,0.0,16.0,0.0,vv,3000.0
5.0,20.0,1.0,3000.0,1.5,0.0,io,3000.0
5.0,21.0,1.0,3000.0,0.95,0.0,iv,3000.0
5.0,22.0,3.0,6000.0,3.0,0.0,io,3000.0
5.0,23.0,3.0,6000.0,1.75,0.0,iv,3000.0
5.0,24.0,3.0,6000.0,0.75,0.0,ia,3000.0
5.0,25.0,3.0,18000.0,0.9,0.0,io,3000.0
5.0,26.0,3.0,24000.0,1.0,0.0,iv,3000.0
5.0,27.0,3.0,30000.0,0.9,0.0,ia,3000.0
5.0,28.0,3.0,36000.0,0.9,0.0,io,3000.0
5.0,29.0,4.0,3000.0,30.0,0.0,io,3000.0
5.0,30.0,4.0,3000.0,15.0,0.0,iv,3000.0
5.0,31.0,4.0,6000.0,1.65,0.0,io,3000.0
